UID,logtime,payID,product_id,product_price
27905824,2019-10-02T23:03:41.546Z,P5618,package107,4200
27905824,2019-10-02T23:06:46.991Z,P2115,package109,6600
27905824,2019-10-02T23:04:45.655Z,P12132,limited29,4200
27905824,2019-10-02T23:05:23.072Z,P10136,limited24,12600
27905824,2019-10-02T23:05:45.903Z,P7637,limited20,12600
27905824,2019-10-02T23:07:09.001Z,P798,package122,24600
27905824,2019-10-02T23:07:09.060Z,P798,package122,24600
27905824,2019-10-02T23:15:10.389Z,P5705,package17,1800
27905824,2019-10-02T23:15:31.734Z,P424,package18,1800
27905824,2019-10-02T23:15:56.154Z,P10697,package211,1800
27905824,2019-10-02T23:16:14.087Z,P12080,package212,1800
27905824,2019-10-02T23:19:18.762Z,P592,package215,1800
27907308,2019-10-03T01:24:06.063Z,P6763,package213,1800
27878963,2019-10-03T03:00:46.690Z,P6457,package1,6600
27905824,2019-10-03T03:18:18.443Z,P9982,subscription_02,4200
27905824,2019-10-03T03:18:18.526Z,P9982,subscription_02,4200
27905824,2019-10-03T03:22:09.901Z,P5789,package144,4200
27905824,2019-10-03T04:01:13.265Z,P7635,package110,6600
27906160,2019-10-03T05:05:04.631Z,P2857,package17,1800
27912165,2019-10-03T08:36:36.693Z,P2008,package213,1800
27905824,2019-10-03T09:25:47.097Z,P9239,mail1,1800
27885891,2019-10-03T15:02:33.491Z,P1189,package213,1800
27885891,2019-10-03T19:43:20.946Z,P5920,package107,4200
27917542,2019-10-03T20:57:04.778Z,P10219,package213,1800
27794818,2019-10-03T21:22:17.761Z,P515,package5,1800
27885891,2019-10-03T21:56:06.080Z,P5427,package242,6600
27794818,2019-10-03T22:04:47.650Z,P5824,package211,1800
27911255,2019-10-04T00:08:39.664Z,P12277,package17,1800
27917542,2019-10-04T00:13:06.805Z,P8447,package212,1800
27911985,2019-10-04T00:17:36.474Z,P4948,package18,1800
27911985,2019-10-04T00:17:55.462Z,P5450,package211,1800
27924135,2019-10-04T02:47:56.127Z,P3943,package17,1800
27902781,2019-10-04T03:54:19.546Z,P1463,package17,1800
27905824,2019-10-04T04:12:20.679Z,P779,package120,12600
27892376,2019-10-04T05:25:27.585Z,P10300,package301,4200
27892376,2019-10-04T05:26:10.831Z,P6143,package302,4200
27928511,2019-10-04T11:19:24.338Z,P9968,package213,1800
27794818,2019-10-04T11:25:08.891Z,P3859,mail1,1800
27794818,2019-10-04T12:07:06.578Z,P5088,mail1,1800
27904887,2019-10-04T12:25:31.349Z,P8550,limited29,4200
27902781,2019-10-04T15:07:17.848Z,P3156,package211,1800
27928065,2019-10-04T15:26:26.774Z,P9743,gold1000,6600
27932441,2019-10-04T18:37:36.897Z,P753,package211,1800
27905454,2019-10-04T21:59:05.800Z,P4629,package17,1800
27904887,2019-10-04T22:02:38.752Z,P5161,package302,4200
27879199,2019-10-04T23:53:37.525Z,P6446,package17,1800
27879199,2019-10-05T00:07:39.687Z,P7029,package18,1800
27905824,2019-10-05T01:07:38.594Z,P2299,package23,12600
27905824,2019-10-05T01:08:05.932Z,P5306,package242,6600
27905824,2019-10-05T01:22:34.494Z,P6917,mail1,1800
27938356,2019-10-05T02:21:10.768Z,P8350,package17,1800
27905824,2019-10-05T02:30:18.296Z,P9417,package302,4200
27938795,2019-10-05T02:56:02.072Z,P3641,limited29,4200
27905824,2019-10-05T03:24:05.996Z,P10370,mail1,1800
27939459,2019-10-05T03:59:59.480Z,P12062,package18,1800
27939459,2019-10-05T04:26:13.308Z,P453,package302,4200
27939544,2019-10-05T04:40:46.267Z,P6767,package17,1800
27939544,2019-10-05T04:49:46.212Z,P6228,package18,1800
27939544,2019-10-05T04:52:21.708Z,P144,package211,1800
27924135,2019-10-05T07:20:25.749Z,P2337,package242,6600
27941985,2019-10-05T08:29:14.623Z,P2667,package17,1800
27936073,2019-10-05T12:00:17.975Z,P6366,package17,1800
27943501,2019-10-05T12:55:19.471Z,P3495,package17,1800
27944608,2019-10-05T13:00:53.823Z,P1839,package211,1800
27939459,2019-10-05T13:45:42.109Z,P550,package144,4200
27917542,2019-10-05T13:58:58.424Z,P5458,package17,1800
27943501,2019-10-05T14:07:01.919Z,P11615,limited20,12600
27941985,2019-10-05T15:10:12.514Z,P4692,package242,6600
27943501,2019-10-05T15:23:46.829Z,P249,package212,1800
27794818,2019-10-05T16:26:29.013Z,P9246,package242,6600
27938795,2019-10-05T19:06:59.346Z,P3852,package17,1800
27950103,2019-10-05T20:43:51.012Z,P2390,package17,1800
27950103,2019-10-05T20:44:08.852Z,P10936,package18,1800
27950103,2019-10-05T20:44:26.292Z,P422,package211,1800
27950103,2019-10-05T20:44:49.419Z,P11396,package212,1800
27950103,2019-10-05T21:22:37.748Z,P3908,package242,6600
27950103,2019-10-05T21:32:28.537Z,P2201,package215,1800
27950103,2019-10-05T21:32:59.955Z,P7133,package144,4200
27950103,2019-10-05T21:33:29.506Z,P6974,package250,6600
27950103,2019-10-05T21:47:05.495Z,P7144,mail1,1800
27951351,2019-10-05T22:51:16.980Z,P6821,package122,24600
27951351,2019-10-05T22:51:17.056Z,P6821,package122,24600
27904887,2019-10-06T00:04:28.430Z,P2840,package301,4200
27879199,2019-10-06T02:49:29.359Z,P4065,package213,1800
27950103,2019-10-06T03:08:07.541Z,P12509,package302,4200
27905824,2019-10-06T04:57:19.073Z,P9760,mail1,1800
27939459,2019-10-06T05:23:27.331Z,P2323,package213,1800
27958526,2019-10-06T07:04:55.230Z,P5123,package213,1800
27959491,2019-10-06T09:16:09.648Z,P5390,package213,1800
27951351,2019-10-06T10:57:42.403Z,P1357,package242,6600
27943501,2019-10-06T11:24:02.770Z,P4866,package301,4200
27943501,2019-10-06T11:31:06.584Z,P11761,limited24,12600
27913871,2019-10-06T11:32:02.240Z,P3515,package211,1800
27913871,2019-10-06T11:32:26.605Z,P8476,package212,1800
27913871,2019-10-06T11:33:03.602Z,P3196,package17,1800
27904887,2019-10-06T12:24:08.306Z,P7500,mail1,1800
27943501,2019-10-06T12:31:37.915Z,P1043,limited32,60600
27913871,2019-10-06T12:34:28.196Z,P12220,mail1,1800
27961671,2019-10-06T13:28:07.326Z,P9745,package212,1800
27961671,2019-10-06T13:28:30.974Z,P4849,package211,1800
27961671,2019-10-06T13:31:36.014Z,P11269,package17,1800
27941985,2019-10-06T13:36:51.323Z,P7363,subscription_02,4200
27941985,2019-10-06T13:36:51.407Z,P7363,subscription_02,4200
27960853,2019-10-06T13:47:44.251Z,P47,package212,1800
27960853,2019-10-06T13:48:35.701Z,P10390,package18,1800
27961671,2019-10-06T14:01:07.859Z,P2786,package213,1800
27961671,2019-10-06T14:04:23.254Z,P8227,package18,1800
27961671,2019-10-06T14:09:04.400Z,P10129,package215,1800
27962508,2019-10-06T14:41:06.734Z,P7393,package211,1800
27962508,2019-10-06T14:41:29.859Z,P9831,package18,1800
27962508,2019-10-06T14:41:51.757Z,P2226,package17,1800
27962508,2019-10-06T14:42:17.302Z,P800,package212,1800
27943084,2019-10-06T16:36:08.285Z,P10455,package211,1800
27960853,2019-10-06T16:58:40.967Z,P9184,mail1,1800
27943501,2019-10-06T17:49:11.012Z,P11166,package38,24600
27965366,2019-10-06T18:01:42.783Z,P12403,package17,1800
27965366,2019-10-06T18:02:04.170Z,P8292,package18,1800
27965366,2019-10-06T18:02:31.001Z,P6522,package211,1800
27965366,2019-10-06T18:02:52.659Z,P4614,package212,1800
27960853,2019-10-06T18:05:18.582Z,P6135,package144,4200
27965366,2019-10-06T18:17:15.135Z,P4180,package215,1800
27960853,2019-10-06T18:25:20.674Z,P4227,mail1,1800
27960853,2019-10-06T18:26:40.779Z,P538,mail11,12600
27917542,2019-10-06T19:31:43.681Z,P1769,package242,6600
27944623,2019-10-06T21:43:37.837Z,P5011,package17,1800
27944623,2019-10-06T21:44:05.896Z,P10683,package211,1800
27969277,2019-10-06T22:22:48.115Z,P10558,package17,1800
27904887,2019-10-06T23:20:23.665Z,P10124,package215,1800
27904887,2019-10-06T23:22:21.653Z,P572,package144,4200
27970716,2019-10-06T23:39:26.490Z,P5985,package17,1800
27943501,2019-10-06T23:57:01.335Z,P6028,package215,1800
27965366,2019-10-07T00:21:51.747Z,P9196,package213,1800
27967968,2019-10-07T01:29:17.986Z,P3924,package17,1800
27965366,2019-10-07T04:36:14.087Z,P11293,mail1,1800
27965366,2019-10-07T04:58:52.791Z,P3363,mail1,1800
27965366,2019-10-07T05:15:42.770Z,P7475,mail1,1800
27943084,2019-10-07T06:14:52.279Z,P11645,package18,1800
27943084,2019-10-07T06:15:13.381Z,P11025,package212,1800
27960853,2019-10-07T07:33:03.075Z,P2994,mail1,1800
27960853,2019-10-07T09:02:14.857Z,P4174,limited20,12600
27977762,2019-10-07T09:11:12.263Z,P7775,package211,1800
27977762,2019-10-07T09:11:15.223Z,P9918,package17,1800
27977762,2019-10-07T09:11:32.987Z,P4795,package18,1800
27978674,2019-10-07T11:29:16.132Z,P11494,package212,1800
27951351,2019-10-07T11:29:23.936Z,P3205,package213,1800
27939544,2019-10-07T11:46:37.270Z,P11878,package215,1800
27939544,2019-10-07T11:47:45.200Z,P6144,package144,4200
27939544,2019-10-07T11:49:22.425Z,P7307,package250,6600
27939544,2019-10-07T11:50:07.977Z,P7041,package250,6600
27939544,2019-10-07T12:10:47.049Z,P8926,package280,12600
27943084,2019-10-07T13:03:33.250Z,P6489,package242,6600
27960853,2019-10-07T13:44:54.512Z,P1838,package301,4200
27876654,2019-10-07T13:51:43.808Z,P1330,mail1,1800
27939544,2019-10-07T14:19:59.291Z,P8561,package213,1800
27939544,2019-10-07T14:21:05.059Z,P1328,package5,1800
27939544,2019-10-07T14:23:05.103Z,P2347,mail1,1800
27939544,2019-10-07T14:35:08.656Z,P11736,package107,4200
27939459,2019-10-07T16:26:56.217Z,P10091,package301,4200
27965366,2019-10-07T17:15:18.632Z,P1895,package215,1800
27928294,2019-10-07T17:16:12.522Z,P5996,package144,4200
27939459,2019-10-07T18:35:22Z,P2937,subscription_02,4200
27939459,2019-10-07T18:35:22.057Z,P2937,subscription_02,4200
27960853,2019-10-07T18:56:09.014Z,P10654,package3,6600
27963703,2019-10-07T18:58:56.346Z,P1299,package212,1800
27984031,2019-10-07T19:51:26.253Z,P844,package213,1800
27951351,2019-10-07T20:38:44.077Z,P4561,package144,4200
27943084,2019-10-07T23:57:08.346Z,P9372,package302,4200
27951351,2019-10-08T00:08:55.677Z,P12659,package250,6600
27951351,2019-10-08T00:12:34.627Z,P11107,package3,6600
27905824,2019-10-08T00:59:59.190Z,P4371,package301,4200
27905824,2019-10-08T01:00:44.601Z,P197,package215,1800
27870014,2019-10-08T01:36:15.331Z,P10907,package17,1800
27987837,2019-10-08T01:39:19.045Z,P7722,package211,1800
27939544,2019-10-08T03:14:25.943Z,P10322,package301,4200
27957551,2019-10-08T03:52:12.074Z,P9707,package18,1800
27889538,2019-10-08T04:52:49.536Z,P2517,package17,1800
27879199,2019-10-08T08:36:50.282Z,P12691,package215,1800
27921470,2019-10-08T09:35:58.072Z,P3433,package213,1800
27921470,2019-10-08T09:38:31.684Z,P7159,package107,4200
27943501,2019-10-08T09:59:30.404Z,P12215,package122,24600
27943501,2019-10-08T09:59:30.478Z,P12215,package122,24600
27943501,2019-10-08T10:03:22.853Z,P12555,subscription_02,4200
27943501,2019-10-08T10:03:22.936Z,P12555,subscription_02,4200
27951351,2019-10-08T10:50:28.244Z,P3463,limited20,12600
27943084,2019-10-08T11:16:30.781Z,P11030,package301,4200
27992429,2019-10-08T12:31:17.818Z,P7183,package213,1800
27992429,2019-10-08T12:32:01.415Z,P4771,package107,4200
27939544,2019-10-08T13:09:39.271Z,P10551,limited29,4200
27939544,2019-10-08T13:10:28.183Z,P4754,limited21,4200
27885891,2019-10-08T14:12:53.971Z,P6183,package144,4200
27917309,2019-10-08T14:55:23.881Z,P9881,package215,1800
27917309,2019-10-08T14:59:49.990Z,P12522,package144,4200
27917309,2019-10-08T15:39:29.128Z,P11021,package213,1800
27981306,2019-10-08T15:47:23.645Z,P3204,package213,1800
27981306,2019-10-08T15:50:34.094Z,P3984,limited29,4200
27981306,2019-10-08T15:50:53.513Z,P8637,package5,1800
27976043,2019-10-08T15:58:52.834Z,P2999,package242,6600
27896619,2019-10-08T19:44:47.310Z,P5262,package213,1800
27928294,2019-10-08T20:46:09.084Z,P12142,package213,1800
27896619,2019-10-08T20:45:23.905Z,P9312,package107,4200
27928294,2019-10-08T20:48:12.835Z,P6879,package215,1800
27965366,2019-10-08T21:09:04.646Z,P11974,package3,6600
27960853,2019-10-08T21:31:04.399Z,P10051,package242,6600
27885891,2019-10-08T21:36:53.338Z,P7474,package215,1800
27960853,2019-10-08T21:38:48.362Z,P2690,package3,6600
27885891,2019-10-08T21:45:43.393Z,P4693,package250,6600
27885891,2019-10-08T22:17:31.859Z,P4172,package250,6600
27943501,2019-10-08T22:35:58.515Z,P786,package213,1800
27965366,2019-10-08T22:50:20.178Z,P1969,mail1,1800
27885891,2019-10-09T01:52:48.405Z,P4989,package302,4200
27886737,2019-10-09T03:40:29.623Z,P9107,limited20,12600
28000428,2019-10-09T08:16:21.515Z,P10897,package211,1800
27905824,2019-10-09T08:57:53.496Z,P8949,mail1,1800
27954222,2019-10-09T09:27:52.004Z,P10456,package242,6600
27960853,2019-10-09T10:28:12.401Z,P11174,package3,6600
28006005,2019-10-09T11:09:25.030Z,P9981,package212,1800
27924291,2019-10-09T12:47:27.447Z,P268,package17,1800
27924291,2019-10-09T12:47:52.717Z,P3748,package18,1800
27924291,2019-10-09T12:48:20.692Z,P7819,package212,1800
27924291,2019-10-09T12:48:55.999Z,P2438,package211,1800
27924291,2019-10-09T12:51:27.889Z,P6858,package215,1800
27943084,2019-10-09T12:55:26.781Z,P9416,package3,6600
27924291,2019-10-09T13:17:02.471Z,P6557,package144,4200
27965366,2019-10-09T18:30:13.693Z,P710,mail1,1800
27951351,2019-10-09T19:58:45.814Z,P7444,package23,12600
27885891,2019-10-09T20:11:06.346Z,P3195,package250,6600
27943501,2019-10-09T20:12:21.847Z,P979,mail11,12600
27885891,2019-10-09T20:24:21.199Z,P1298,package280,12600
27943501,2019-10-09T21:57:11.058Z,P1178,mail6,6600
27917542,2019-10-09T22:04:46.361Z,P9393,package107,4200
28010039,2019-10-09T22:56:51.119Z,P8293,mail1,1800
28010039,2019-10-09T23:59:14.481Z,P11353,mail1,1800
27908605,2019-10-10T00:12:30.094Z,P441,package211,1800
27885891,2019-10-10T01:32:57.368Z,P8276,package291,24600
28010039,2019-10-10T02:48:51.433Z,P8610,mail1,1800
28010359,2019-10-10T03:04:58.949Z,P3073,limited29,4200
27999726,2019-10-10T03:27:44.657Z,P10248,package211,1800
27999726,2019-10-10T03:28:46.310Z,P9781,package212,1800
27999726,2019-10-10T03:29:04.468Z,P8398,package18,1800
27999726,2019-10-10T03:29:25.616Z,P10026,package17,1800
28010039,2019-10-10T03:39:43.537Z,P7992,mail1,1800
28010039,2019-10-10T03:45:15.960Z,P5293,package302,4200
28010039,2019-10-10T05:44:46.660Z,P4130,mail1,1800
27960853,2019-10-10T05:49:54.379Z,P10889,mail1,1800
28015986,2019-10-10T05:50:12.225Z,P5861,package242,6600
28015986,2019-10-10T05:55:35.189Z,P11875,package212,1800
28015986,2019-10-10T05:55:46.705Z,P6459,package211,1800
28015986,2019-10-10T05:56:03.259Z,P11361,package18,1800
27960853,2019-10-10T08:17:25.699Z,P359,package3,6600
27986220,2019-10-10T10:01:38.644Z,P1086,package212,1800
27905824,2019-10-10T10:15:17.056Z,P12164,package243,6600
27943084,2019-10-10T10:36:50.581Z,P2239,limited29,4200
27994355,2019-10-10T13:02:04.221Z,P327,package213,1800
27994355,2019-10-10T13:11:18.579Z,P8557,package17,1800
27994355,2019-10-10T13:27:17.319Z,P2217,package211,1800
27994355,2019-10-10T13:27:25.454Z,P8219,package212,1800
27994355,2019-10-10T13:27:36.929Z,P10221,package18,1800
28012780,2019-10-10T13:41:34.170Z,P9753,package213,1800
27965366,2019-10-10T15:32:04.316Z,P9356,mail1,1800
27965366,2019-10-10T15:33:05.605Z,P9532,mail1,1800
27965366,2019-10-10T17:11:20.296Z,P1819,package5,1800
28022725,2019-10-10T17:16:49.927Z,P4648,package213,1800
28022725,2019-10-10T17:23:51.203Z,P7083,mail1,1800
28022725,2019-10-10T17:30:54.650Z,P8819,package212,1800
28022725,2019-10-10T17:40:56.995Z,P6934,mail1,1800
27924291,2019-10-10T18:24:58.309Z,P5037,package250,6600
27924291,2019-10-10T18:26:37.358Z,P11530,package3,6600
28010039,2019-10-10T19:03:09.438Z,P679,package3,6600
28024715,2019-10-10T19:19:49.213Z,P11081,package211,1800
28024715,2019-10-10T19:25:32.409Z,P4875,package18,1800
27886737,2019-10-10T19:25:51.806Z,P8116,package3,6600
27998458,2019-10-10T20:43:11.375Z,P7452,package17,1800
28026670,2019-10-10T21:21:08.607Z,P9137,package18,1800
27895392,2019-10-10T22:07:49.419Z,P3723,limited29,4200
27917542,2019-10-10T22:51:09.475Z,P5071,package109,6600
27895392,2019-10-10T23:35:46.985Z,P5912,package215,1800
27943501,2019-10-10T23:38:11.728Z,P3615,package242,6600
27943501,2019-10-10T23:39:05.785Z,P2735,package302,4200
28010039,2019-10-10T23:40:05.711Z,P12405,mail1,1800
28000946,2019-10-11T00:05:17.381Z,P10919,package242,6600
27943501,2019-10-11T01:14:46.846Z,P11992,package215,1800
27950128,2019-10-11T01:33:40.201Z,P2321,package18,1800
27905824,2019-10-11T01:55:17.284Z,P3332,mail1,1800
27905824,2019-10-11T02:12:31.800Z,P8723,mail1,1800
27965366,2019-10-11T02:52:44.806Z,P1849,mail1,1800
27965366,2019-10-11T02:55:28.182Z,P3799,package242,6600
27965366,2019-10-11T02:56:16.021Z,P622,package302,4200
27905824,2019-10-11T02:58:39.758Z,P8862,mail1,1800
27895392,2019-10-11T03:22:33.348Z,P8817,package213,1800
27895392,2019-10-11T03:31:54.631Z,P2966,package5,1800
27905824,2019-10-11T04:31:05.148Z,P2615,package5,1800
28008355,2019-10-11T05:14:56.732Z,P3598,package17,1800
28008355,2019-10-11T05:15:15.132Z,P12768,package18,1800
28008355,2019-10-11T05:16:00.982Z,P360,package211,1800
28008355,2019-10-11T05:16:18.891Z,P5466,package212,1800
28008355,2019-10-11T05:16:40.799Z,P5768,package215,1800
28008355,2019-10-11T05:19:48.587Z,P4204,package5,1800
28008355,2019-10-11T05:20:07.694Z,P6855,package213,1800
28008355,2019-10-11T05:20:32.926Z,P5284,package107,4200
28008355,2019-10-11T05:21:05.766Z,P5825,limited35,6600
27994355,2019-10-11T12:29:30.430Z,P2117,package215,1800
28036436,2019-10-11T12:48:12.107Z,P616,package17,1800
28019737,2019-10-11T13:55:15.557Z,P7805,package17,1800
27943084,2019-10-11T14:18:59.629Z,P1984,package213,1800
27943084,2019-10-11T14:19:44.505Z,P9905,package107,4200
28000111,2019-10-11T14:30:59.814Z,P5769,package18,1800
27965366,2019-10-11T15:27:50.694Z,P11744,package301,4200
28029666,2019-10-11T16:37:55.932Z,P9986,limited20,12600
27965366,2019-10-11T17:42:05.081Z,P7829,package102,6600
27965366,2019-10-11T17:42:05.153Z,P7829,package102,6600
27965366,2019-10-11T17:42:58.383Z,P11390,mail6,6600
28040685,2019-10-11T19:26:57.797Z,P4520,package17,1800
28040685,2019-10-11T19:27:31.480Z,P9011,package211,1800
28040685,2019-10-11T19:28:02.829Z,P1331,package212,1800
28040685,2019-10-11T19:28:23.393Z,P2607,package18,1800
28040685,2019-10-11T19:29:54.608Z,P3468,package215,1800
28040685,2019-10-11T19:30:29.161Z,P3761,package144,4200
27977762,2019-10-11T20:59:57.078Z,P2697,package213,1800
27977762,2019-10-11T21:00:38.238Z,P10419,package107,4200
28029666,2019-10-11T21:07:15.997Z,P8323,package213,1800
28029666,2019-10-11T21:07:46.176Z,P12337,package107,4200
27944182,2019-10-11T21:29:55.600Z,P9282,package17,1800
27998458,2019-10-11T21:47:07.409Z,P9550,package242,6600
28042783,2019-10-11T22:41:53.811Z,P1729,package213,1800
28037041,2019-10-11T22:59:42.200Z,P10194,package17,1800
28044623,2019-10-11T23:27:39.272Z,P11369,0910108318,6600
28044623,2019-10-11T23:28:19.570Z,P11234,0910090007,1800
28044623,2019-10-11T23:29:14.267Z,P2612,0910090008,1800
28044623,2019-10-11T23:29:38.670Z,P4745,0910108287,1800
27917542,2019-10-11T23:30:04.386Z,P1358,package302,4200
28044623,2019-10-11T23:30:01.357Z,P8992,0910108288,1800
27908689,2019-10-12T00:05:41.810Z,P6699,package144,4200
27908689,2019-10-12T00:15:16.291Z,P4837,package215,1800
27951351,2019-10-12T00:18:34.316Z,P1078,limited22,24600
27908689,2019-10-12T00:20:22.218Z,P10022,package213,1800
27905824,2019-10-12T00:25:14.037Z,P6024,package37,24600
27908689,2019-10-12T00:46:18.702Z,P2737,package5,1800
27976865,2019-10-12T01:55:31.022Z,P5276,package213,1800
28046906,2019-10-12T01:56:57.341Z,P8603,package17,1800
28046906,2019-10-12T01:59:02.082Z,P5615,package18,1800
28046906,2019-10-12T02:00:13.078Z,P3470,package211,1800
28046906,2019-10-12T02:00:41.482Z,P10804,package212,1800
28046906,2019-10-12T02:01:30.044Z,P4071,package215,1800
27976865,2019-10-12T02:04:09.421Z,P6492,package17,1800
27976865,2019-10-12T02:04:51.641Z,P4269,package212,1800
27976865,2019-10-12T02:23:15.930Z,P5001,package211,1800
27976865,2019-10-12T02:26:19.502Z,P8239,package18,1800
28033046,2019-10-12T02:27:34.116Z,P8464,package17,1800
28046906,2019-10-12T02:34:53.711Z,P12219,package302,4200
27904887,2019-10-12T02:35:16.448Z,P5385,package3,6600
28023583,2019-10-12T03:30:27.016Z,P5837,package211,1800
28023583,2019-10-12T03:42:30.802Z,P12737,package212,1800
28046906,2019-10-12T04:19:08.281Z,P5849,mail11,12600
28028082,2019-10-12T05:05:48.030Z,P4356,package17,1800
28046906,2019-10-12T05:20:47.078Z,P7922,package242,6600
28052125,2019-10-12T08:33:08.528Z,P7233,package17,1800
28052125,2019-10-12T08:33:43.770Z,P6854,package18,1800
28052125,2019-10-12T08:33:58.607Z,P11325,package211,1800
28052125,2019-10-12T08:34:12.302Z,P8434,package212,1800
28012780,2019-10-12T08:43:14.549Z,P1260,package212,1800
28012780,2019-10-12T08:45:51.361Z,P9962,package211,1800
28042783,2019-10-12T09:24:10.402Z,P7614,package17,1800
28052125,2019-10-12T09:37:57.589Z,P3773,package144,4200
28052125,2019-10-12T09:38:11.289Z,P6702,package215,1800
27944623,2019-10-12T10:03:58.136Z,P8404,package18,1800
28006793,2019-10-12T10:26:11.176Z,P6867,package211,1800
27951351,2019-10-12T10:34:07.066Z,P4591,package301,4200
27951351,2019-10-12T10:46:04.528Z,P8890,limited29,4200
28052839,2019-10-12T11:01:55.549Z,P4167,package17,1800
28052839,2019-10-12T11:02:18.238Z,P5321,package18,1800
28052839,2019-10-12T11:02:34.142Z,P728,package211,1800
28052839,2019-10-12T11:02:51.689Z,P10674,package212,1800
28052839,2019-10-12T11:46:18.906Z,P3054,package108,6600
27943501,2019-10-12T12:57:07.348Z,P6510,package107,4200
27943501,2019-10-12T12:58:54.247Z,P10918,package35,24600
27943084,2019-10-12T13:03:46.826Z,P5092,package3,6600
27951351,2019-10-12T13:23:50.683Z,P11262,package243,6600
27951351,2019-10-12T13:26:17.694Z,P12044,package250,6600
28023583,2019-10-12T14:31:48.558Z,P7292,package17,1800
27908689,2019-10-12T14:50:53.262Z,P10190,mail1,1800
27908689,2019-10-12T14:57:08.362Z,P6891,mail1,1800
28023583,2019-10-12T15:07:43.447Z,P10522,package18,1800
27895392,2019-10-12T15:30:34.478Z,P11214,package250,6600
27895392,2019-10-12T15:33:57.374Z,P3388,mail1,1800
27895392,2019-10-12T15:40:48.286Z,P1768,mail1,1800
28046906,2019-10-12T15:53:11.571Z,P5239,package301,4200
28046906,2019-10-12T16:18:08.391Z,P1129,mail1,1800
28037041,2019-10-12T16:44:56.323Z,P6873,package212,1800
27967968,2019-10-12T16:51:46.597Z,P4903,package215,1800
28040685,2019-10-12T17:31:55.063Z,P5296,package213,1800
28040685,2019-10-12T17:34:18.368Z,P2904,package107,4200
27998458,2019-10-12T17:55:10.192Z,P5245,package215,1800
28031107,2019-10-12T18:02:42.694Z,P7534,package18,1800
28031107,2019-10-12T18:03:04.754Z,P964,package17,1800
28031107,2019-10-12T18:03:22.431Z,P4758,package211,1800
28031107,2019-10-12T18:03:41.104Z,P7282,package212,1800
28031107,2019-10-12T18:04:37.215Z,P8776,package215,1800
27960853,2019-10-12T18:23:10.720Z,P8905,package3,6600
27960853,2019-10-12T18:25:50.413Z,P3300,package243,6600
27960853,2019-10-12T18:45:10.551Z,P9866,mail6,6600
27939544,2019-10-12T19:38:45.751Z,P12588,package109,6600
27939544,2019-10-12T19:53:38.286Z,P1821,package38,24600
27965366,2019-10-12T20:11:43.282Z,P6531,package119,12600
27965366,2019-10-12T20:12:39.734Z,P6987,package107,4200
27965366,2019-10-12T20:13:03.694Z,P11959,package109,6600
27998458,2019-10-12T20:52:03.022Z,P12283,package144,4200
28000199,2019-10-12T21:18:32.049Z,P2009,package18,1800
28023583,2019-10-12T22:13:09.703Z,P4104,package215,1800
28012780,2019-10-12T22:27:15.505Z,P12641,package5,1800
28012780,2019-10-12T22:34:27.688Z,P337,package215,1800
28063569,2019-10-12T23:03:16.767Z,P1394,package213,1800
28063569,2019-10-12T23:04:53.184Z,P4980,limited29,4200
28063569,2019-10-12T23:05:26.970Z,P2652,package107,4200
27976865,2019-10-12T23:23:13.141Z,P7609,mail1,1800
